Match_Id,Player_Id,Role_Id,.
336044,27,Captain,
336044,29,Player,
336044,64,Player,
336044,67,Player,
336044,68,Player,
336044,77,Player,
336044,78,Player,
336044,100,Player,
336044,108,Player,
336044,109,Player,
336044,120,Player,
336044,121,Player,
336044,122,Player,
336044,127,Player,
336044,151,Player,
336044,153,Player,
336045,17,Keeper,
336045,20,Captain,
336045,21,Player,
336045,23,Player,
336045,31,Player,
336045,32,Player,
336045,33,Player,
336045,35,Player,
336045,38,Captain,
336045,39,Player,
336045,69,Keeper,
336045,101,Player,
336045,102,Player,
336045,108,Player,
336045,109,Player,
336045,120,Player,
336045,121,Player,
336045,122,Player,
336045,126,Player,
336045,127,Player,
336045,138,Player,
336045,151,Player,
